snapshot_date,data_as_of,adm2_code,adm1_name,adm2_name,DCR100,PRS100,priority100,v30,v3m,dlt_v30_raw,spillover
2025-11-07,2024-11-07,MX30090,Veracruz de Ignacio de la Llave,Jamapa,10.830433313551243,21.65053605815239,17.322494960311932,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX13032,Hidalgo,Jaltocán,16.87741896014049,16.400207335631546,16.59109198543512,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX30089,Veracruz de Ignacio de la Llave,Jáltipan,13.693324493541944,22.366258853150068,18.897085109306815,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX15044,México,Jaltenco,10.610894539459968,17.424657974220775,14.69915260031645,0.0,0.0,0.0,0.459033761059836
2025-11-07,2024-11-07,MX14047,Jalisco,Jamay,8.124928161555024,19.042138303248148,14.675254246570898,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX08035,Chihuahua,Janos,4.791169268276208,17.564691424293382,12.455282561886513,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX11018,Guanajuato,Jaral del Progreso,12.726263695825557,32.88674441393633,24.82255212669202,0.0,0.0,0.0,1.1063170704723975
2025-11-07,2024-11-07,MX17010,Morelos,Jantetelco,28.50815546187097,30.387945128327136,29.636029261744667,0.0,0.0,0.0,9.799699654098282
2025-11-07,2024-11-07,MX32019,Zacatecas,Jalpa,7.186658406932106,13.011506463876854,10.681567241098955,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX30088,Veracruz de Ignacio de la Llave,Jalcomulco,30.904794264112013,32.91912629579259,32.113393483120355,0.0,0.0,0.0,19.364833462432223
2025-11-07,2024-11-07,MX14046,Jalisco,Jalostotitlán,6.242883637037464,18.57162717211876,13.640129758086243,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX27009,Tabasco,Jalapa,13.742887146189773,18.214586875655865,16.425906983869428,0.0,0.0,0.0,2.222605004195167
2025-11-07,2024-11-07,MX22009,Querétaro de Arteaga,Jalpan de Serra,8.756381286736861,13.725940761645575,11.73811697168209,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX21086,Puebla,Jalpan,15.776218180420685,23.530989430504814,20.429080930471162,0.0,0.0,0.0,0.0
2025-11-07,2024-11-07,MX27010,Tabasco,Jalpa de Méndez,24.871319272686577,10.386312622056321,16.180315282308424,0.0,4.126263668248401,-4.126263668248401,4.454131461186524
